timestamp|scope|type|content
2024/06/24 20:14:12|⚡ API|INFO|Api started at 3175
2024/06/24 20:14:15|🕹️ UserController:getOne|INFO|Getting user info
2024/06/24 20:14:15|🕹️ UserController:getOne|INFO|Returning response
2024/06/24 20:15:08|🕹️ HealthController:get|INFO|System checking health...
2024/06/24 20:15:08|🕹️ HealthController:get|INFO|Returning the response
