timestamp|scope|type|content
2024/06/25 19:08:32|⚡ API|INFO|Api started at 3175
2024/06/25 19:08:34|🕹️ UserController:getOne|INFO|Getting user info
2024/06/25 19:08:35|🕹️ UserController:getOne|INFO|Returning response
2024/06/25 19:08:36|🕹️ UserController:getOne|INFO|Getting user info
2024/06/25 19:08:36|🕹️ UserController:getOne|INFO|Returning response
2024/06/25 19:08:58|🕹️ UserController:getOne|INFO|Getting user info
2024/06/25 19:08:58|🕹️ UserController:getOne|INFO|Returning response
2024/06/25 19:36:53|🕹️ UserController:getOne|INFO|Getting user info
2024/06/25 19:36:53|🕹️ UserController:getOne|INFO|Returning response
